ride_id,user_id,timestamp,city,ride_type,distance_km,duration_min,base_fare,surge_multiplier,final_fare,rating,payment_method,cancelled,user_age,user_gender,user_segment,hour,day_of_week,month,is_peak_hour
2241,845,2024-02-03 09:00:00,Mumbai,Pool,3.93,18,33.32,2.0,66.64,5,Card,1,18,Female,Student,9,Saturday,February,1
2242,1933,2024-06-07 11:07:00,Delhi,Standard,19.62,68,231.7,1.0,231.7,5,UPI,0,51,Female,Senior,11,Friday,June,0
2243,1897,2024-07-22 07:21:00,Mumbai,Premium,3.36,16,61.15,1.5,91.72,5,UPI,0,31,Male,Young Professional,7,Monday,July,1
2244,854,2024-09-02 08:39:00,Hyderabad,XL,8.82,36,131.04,1.0,131.04,5,UPI,0,24,Male,Student,8,Monday,September,1
2245,1134,2024-09-26 08:46:00,Bangalore,Pool,27.21,102,227.14,2.0,454.28,4,Card,0,36,Male,Mid-Career,8,Thursday,September,1
2246,1196,2024-07-29 10:17:00,Hyderabad,Premium,3.96,19,86.59,1.0,86.59,4,UPI,0,43,Male,Mid-Career,10,Monday,July,0
2247,1594,2024-07-28 07:18:00,Bangalore,Standard,9.11,39,104.03,2.0,208.06,5,UPI,1,31,Female,Young Professional,7,Sunday,July,1
2248,856,2024-10-21 07:27:00,Delhi,Pool,2.81,15,30.0,1.0,30.0,3,Cash,0,44,Female,Mid-Career,7,Monday,October,1
2249,414,2024-02-07 08:15:00,Mumbai,Premium,2.48,12,57.38,2.0,114.76,4,UPI,0,42,Male,Mid-Career,8,Wednesday,February,1
2250,909,2024-03-05 00:14:00,Delhi,Standard,6.83,26,71.64,1.0,71.64,4,UPI,0,21,Male,Student,0,Tuesday,March,0
2251,1032,2024-06-11 04:14:00,Mumbai,Standard,31.01,113,385.32,1.0,385.32,4,Cash,0,25,Female,Young Professional,4,Tuesday,June,0
2252,965,2024-11-24 17:39:00,Bangalore,XL,4.83,20,83.67,1.5,125.5,5,Card,0,41,Female,Mid-Career,17,Sunday,November,1
2253,363,2024-02-07 18:38:00,Mumbai,Premium,22.2,82,439.74,1.0,439.74,4,Card,0,18,Female,Student,18,Wednesday,February,1
2254,376,2024-08-18 18:36:00,Bangalore,Pool,19.66,72,176.77,1.0,176.77,3,UPI,0,30,Female,Young Professional,18,Sunday,August,1
2255,1600,2024-08-26 19:48:00,Bangalore,Pool,2.34,14,30.0,1.0,30.0,5,UPI,0,18,Male,Student,19,Monday,August,1
2256,1844,2024-12-14 16:17:00,Delhi,Premium,4.11,20,85.04,1.0,85.04,5,Card,0,27,Male,Young Professional,16,Saturday,December,0
2257,1926,2024-09-21 19:59:00,Mumbai,Premium,8.25,35,161.09,1.0,161.09,5,Wallet,0,29,Female,Young Professional,19,Saturday,September,1
2258,1351,2024-06-25 22:35:00,Delhi,Standard,5.84,27,76.92,1.0,76.92,4,UPI,0,28,Female,Young Professional,22,Tuesday,June,0
2259,1974,2024-03-06 07:22:00,Delhi,Standard,1.0,8,30.0,1.0,30.0,2,Card,0,26,Male,Young Professional,7,Wednesday,March,1
2260,278,2024-10-09 04:53:00,Bangalore,Standard,40.0,120,359.1,1.0,359.1,3,UPI,0,21,Male,Student,4,Wednesday,October,0
2261,1215,2024-11-23 06:15:00,Mumbai,Pool,11.18,46,89.38,1.0,89.38,4,UPI,0,54,Male,Senior,6,Saturday,November,0
2262,504,2024-10-27 13:09:00,Hyderabad,Premium,4.61,28,88.48,1.0,88.48,4,UPI,0,50,Female,Senior,13,Sunday,October,0
2263,1758,2024-04-03 20:01:00,Hyderabad,Pool,7.7,29,64.06,1.0,64.06,5,Wallet,0,20,Male,Student,20,Wednesday,April,1
2264,79,2024-03-07 07:35:00,Mumbai,Standard,1.0,9,30.0,1.5,45.0,5,UPI,1,47,Male,Mid-Career,7,Thursday,March,1
2265,1573,2024-08-09 19:37:00,Bangalore,Premium,5.47,21,108.48,1.0,108.48,5,UPI,0,28,Female,Young Professional,19,Friday,August,1
2266,1976,2024-09-14 17:20:00,Bangalore,Premium,21.37,80,390.5,1.5,585.75,5,Cash,0,33,Male,Young Professional,17,Saturday,September,1
2267,1961,2024-01-29 18:48:00,Bangalore,Premium,18.15,67,389.73,2.0,779.46,5,UPI,1,31,Male,Young Professional,18,Monday,January,1
2268,700,2024-03-04 17:14:00,Mumbai,Pool,3.29,16,30.7,1.5,46.05,5,UPI,0,25,Male,Young Professional,17,Monday,March,1
2269,660,2024-09-22 08:10:00,Mumbai,Standard,6.06,27,66.59,1.5,99.88,5,UPI,0,41,Male,Mid-Career,8,Sunday,September,1
2270,95,2024-03-19 16:51:00,Mumbai,Premium,9.56,37,164.53,1.0,164.53,5,Wallet,0,33,Male,Young Professional,16,Tuesday,March,0
2271,1651,2024-06-04 15:52:00,Delhi,Standard,3.32,11,39.97,1.0,39.97,3,UPI,0,27,Female,Young Professional,15,Tuesday,June,0
2272,453,2024-03-25 07:24:00,Hyderabad,Standard,1.0,13,30.0,1.0,30.0,3,Wallet,0,18,Female,Student,7,Monday,March,1
2273,1709,2024-03-23 21:13:00,Bangalore,Standard,5.63,27,75.51,1.0,75.51,5,UPI,0,23,Male,Student,21,Saturday,March,0
2274,634,2024-06-14 05:34:00,Chennai,Premium,7.36,30,129.16,1.0,129.16,4,UPI,0,18,Male,Student,5,Friday,June,0
2275,1338,2024-12-29 13:39:00,Mumbai,XL,1.0,6,30.0,1.0,30.0,5,Wallet,0,32,Female,Young Professional,13,Sunday,December,0
2276,1228,2024-04-25 13:01:00,Mumbai,Premium,1.0,9,30.0,1.0,30.0,5,Card,0,20,Male,Student,13,Thursday,April,0
2277,677,2024-06-26 09:10:00,Bangalore,Pool,1.86,13,30.0,1.5,45.0,5,UPI,0,29,Male,Young Professional,9,Wednesday,June,1
2278,222,2024-09-22 20:05:00,Mumbai,Premium,3.42,19,70.16,2.0,140.32,1,Card,0,45,Female,Mid-Career,20,Sunday,September,1
2279,1959,2024-05-25 15:36:00,Delhi,Premium,6.23,29,118.84,1.0,118.84,4,UPI,0,43,Male,Mid-Career,15,Saturday,May,0
2280,771,2024-02-10 13:47:00,Delhi,Standard,2.78,18,30.0,1.0,30.0,4,Card,0,31,Male,Young Professional,13,Saturday,February,0
2281,1613,2024-05-08 18:39:00,Mumbai,Standard,2.59,9,30.0,1.5,45.0,5,Card,0,31,Male,Young Professional,18,Wednesday,May,1
2282,587,2024-04-10 06:17:00,Bangalore,Standard,16.28,61,203.48,1.0,203.48,4,UPI,0,50,Male,Senior,6,Wednesday,April,0
2283,1994,2024-11-21 07:51:00,Delhi,Standard,1.25,12,30.0,2.0,60.0,5,Wallet,0,37,Male,Mid-Career,7,Thursday,November,1
2284,734,2024-10-09 12:31:00,Bangalore,Standard,5.47,21,66.36,1.0,66.36,5,Card,0,28,Male,Young Professional,12,Wednesday,October,0
2285,1225,2024-05-20 19:07:00,Hyderabad,Standard,24.43,94,353.07,1.0,353.07,5,UPI,0,18,Male,Student,19,Monday,May,1
2286,1246,2024-03-05 20:06:00,Mumbai,Standard,7.85,38,90.89,1.5,136.34,5,UPI,0,35,Female,Mid-Career,20,Tuesday,March,1
2287,605,2024-11-16 11:15:00,Chennai,XL,10.1,44,146.12,1.0,146.12,5,Wallet,0,40,Male,Mid-Career,11,Saturday,November,0
2288,1574,2024-06-04 17:54:00,Delhi,Standard,4.51,23,56.24,2.0,112.48,4,UPI,0,25,Male,Young Professional,17,Tuesday,June,1
2289,430,2024-11-10 07:26:00,Chennai,Standard,1.0,7,30.0,1.5,45.0,5,Card,0,34,Female,Young Professional,7,Sunday,November,1
2290,1258,2024-09-30 19:14:00,Mumbai,Standard,8.31,35,116.88,1.5,175.32,3,Wallet,0,28,Female,Young Professional,19,Monday,September,1
2291,121,2024-02-17 07:15:00,Bangalore,Premium,8.0,29,182.36,1.5,273.54,4,Card,1,30,Male,Young Professional,7,Saturday,February,1
2292,1585,2024-09-14 13:29:00,Delhi,Standard,1.0,6,30.0,1.0,30.0,3,Card,0,18,Male,Student,13,Saturday,September,0
2293,1058,2024-11-24 20:39:00,Hyderabad,Standard,4.96,20,54.2,2.0,108.4,5,UPI,1,29,Male,Young Professional,20,Sunday,November,1
2294,1690,2024-03-27 19:10:00,Bangalore,Premium,19.75,74,378.22,1.0,378.22,4,Card,0,41,Female,Mid-Career,19,Wednesday,March,1
2295,130,2024-10-30 10:57:00,Delhi,Standard,1.84,10,30.0,1.0,30.0,5,UPI,0,25,Male,Young Professional,10,Wednesday,October,0
2296,1403,2024-10-24 17:11:00,Chennai,Standard,4.95,23,61.63,1.0,61.63,5,Wallet,0,32,Male,Young Professional,17,Thursday,October,1
2297,1592,2024-03-19 07:58:00,Delhi,Standard,4.95,25,65.52,1.0,65.52,5,UPI,0,24,Male,Student,7,Tuesday,March,1
2298,612,2024-03-28 17:14:00,Mumbai,Standard,13.32,49,143.25,1.0,143.25,4,UPI,1,35,Male,Mid-Career,17,Thursday,March,1
2299,1159,2024-12-03 17:17:00,Bangalore,Standard,13.92,54,183.98,2.0,367.96,5,UPI,0,29,Male,Young Professional,17,Tuesday,December,1
2300,884,2024-11-15 17:06:00,Bangalore,Standard,11.39,44,145.16,1.5,217.74,5,UPI,0,22,Male,Student,17,Friday,November,1
2301,1060,2024-11-05 07:00:00,Delhi,Pool,3.64,18,30.0,1.5,45.0,4,UPI,0,45,Female,Mid-Career,7,Tuesday,November,1
2302,168,2024-06-21 07:15:00,Delhi,Premium,1.0,11,30.0,2.0,60.0,5,Cash,1,41,Female,Mid-Career,7,Friday,June,1
2303,206,2024-10-15 18:42:00,Chennai,Premium,3.44,20,69.6,1.5,104.4,4,Wallet,0,25,Male,Young Professional,18,Tuesday,October,1
2304,1499,2024-01-22 19:19:00,Bangalore,Standard,9.11,39,97.74,1.5,146.61,5,Card,0,36,Male,Mid-Career,19,Monday,January,1
2305,794,2024-01-15 19:27:00,Mumbai,XL,9.71,40,171.18,1.5,256.77,5,UPI,0,37,Male,Mid-Career,19,Monday,January,1
2306,1620,2024-02-11 09:37:00,Mumbai,Standard,26.82,95,285.66,1.0,285.66,3,UPI,0,38,Male,Mid-Career,9,Sunday,February,1
2307,75,2024-01-24 22:55:00,Chennai,Standard,4.84,19,61.21,1.0,61.21,4,Wallet,0,18,Female,Student,22,Wednesday,January,0
2308,1114,2024-11-24 08:38:00,Bangalore,Premium,8.01,31,158.85,1.0,158.85,5,UPI,0,42,Other,Mid-Career,8,Sunday,November,1
2309,633,2024-10-22 08:54:00,Chennai,Standard,6.2,28,70.21,1.5,105.32,4,Card,0,26,Male,Young Professional,8,Tuesday,October,1
2310,1635,2024-05-15 19:24:00,Delhi,Standard,1.31,6,30.0,1.0,30.0,4,UPI,0,28,Male,Young Professional,19,Wednesday,May,1
2311,1349,2024-11-29 12:28:00,Bangalore,Premium,4.95,23,109.63,1.0,109.63,5,Wallet,0,58,Male,Senior,12,Friday,November,0
2312,1296,2024-04-17 18:13:00,Bangalore,Pool,6.3,28,44.37,1.5,66.55,5,UPI,0,35,Female,Mid-Career,18,Wednesday,April,1
2313,75,2024-10-19 00:14:00,Mumbai,Standard,24.09,83,277.13,1.0,277.13,5,UPI,0,28,Female,Young Professional,0,Saturday,October,0
2314,1889,2024-08-01 12:06:00,Bangalore,Pool,3.65,15,30.0,1.0,30.0,5,Cash,1,18,Female,Student,12,Thursday,August,0
2315,137,2024-11-12 07:54:00,Bangalore,XL,31.34,118,499.44,2.0,998.88,4,UPI,0,45,Female,Mid-Career,7,Tuesday,November,1
2316,918,2024-11-23 09:05:00,Delhi,Standard,6.25,29,69.89,1.0,69.89,5,Card,0,18,Male,Student,9,Saturday,November,1
2317,261,2024-01-16 07:26:00,Hyderabad,Standard,2.22,10,30.0,2.0,60.0,5,UPI,0,21,Female,Student,7,Tuesday,January,1
2318,1236,2024-09-11 13:45:00,Hyderabad,Standard,1.7,8,30.0,1.0,30.0,4,Card,0,28,Female,Young Professional,13,Wednesday,September,0
2319,1912,2024-11-17 14:28:00,Hyderabad,Standard,1.22,5,30.0,1.0,30.0,5,UPI,0,46,Male,Mid-Career,14,Sunday,November,0
2320,1579,2024-10-06 17:28:00,Hyderabad,Standard,4.83,26,59.33,1.0,59.33,5,Card,0,39,Male,Mid-Career,17,Sunday,October,1
2321,610,2024-05-28 18:09:00,Delhi,XL,1.0,9,30.0,1.0,30.0,4,Wallet,0,30,Female,Young Professional,18,Tuesday,May,1
2322,798,2024-11-24 20:47:00,Delhi,Pool,4.71,27,36.62,2.0,73.24,5,Wallet,0,35,Female,Mid-Career,20,Sunday,November,1
2323,586,2024-06-03 08:56:00,Hyderabad,Premium,35.66,120,709.46,2.0,1418.92,5,Cash,0,25,Female,Young Professional,8,Monday,June,1
2324,1664,2024-09-04 00:24:00,Delhi,Standard,8.87,37,101.89,1.0,101.89,4,Cash,0,33,Female,Young Professional,0,Wednesday,September,0
2325,1509,2024-05-05 18:54:00,Mumbai,Pool,11.41,48,96.09,2.0,192.18,5,Card,0,32,Female,Young Professional,18,Sunday,May,1
2326,1568,2024-12-16 17:39:00,Delhi,XL,1.01,13,30.0,1.5,45.0,5,UPI,0,41,Female,Mid-Career,17,Monday,December,1
2327,216,2024-07-26 13:48:00,Mumbai,Pool,5.13,24,36.2,1.0,36.2,5,Card,0,41,Male,Mid-Career,13,Friday,July,0
2328,785,2024-06-01 20:24:00,Bangalore,Standard,2.7,14,33.19,1.5,49.78,4,UPI,0,36,Female,Mid-Career,20,Saturday,June,1
2329,364,2024-08-20 20:01:00,Delhi,Premium,17.96,68,270.91,1.0,270.91,4,UPI,0,28,Male,Young Professional,20,Tuesday,August,1
2330,67,2024-02-07 22:34:00,Mumbai,Standard,1.6,7,30.0,1.0,30.0,4,Cash,1,39,Male,Mid-Career,22,Wednesday,February,0
2331,231,2024-12-18 13:48:00,Chennai,Standard,4.91,21,50.62,1.0,50.62,5,Card,0,31,Male,Young Professional,13,Wednesday,December,0
2332,383,2024-01-31 18:17:00,Hyderabad,Standard,7.09,30,84.32,1.5,126.48,5,UPI,0,21,Female,Student,18,Wednesday,January,1
2333,235,2024-03-21 04:13:00,Hyderabad,Premium,5.77,29,101.67,1.0,101.67,3,Cash,0,27,Female,Young Professional,4,Thursday,March,0
2334,154,2024-08-13 08:56:00,Bangalore,Premium,14.19,53,283.82,2.0,567.64,4,Wallet,0,32,Other,Young Professional,8,Tuesday,August,1
2335,1036,2024-07-31 19:43:00,Hyderabad,Standard,2.11,16,30.0,1.0,30.0,4,Card,0,41,Male,Mid-Career,19,Wednesday,July,1
2336,1061,2024-09-04 18:31:00,Hyderabad,Standard,3.79,18,52.32,1.5,78.48,5,Card,0,30,Male,Young Professional,18,Wednesday,September,1
2337,1706,2024-08-25 12:27:00,Bangalore,Standard,12.56,53,127.54,1.0,127.54,5,UPI,0,19,Male,Student,12,Sunday,August,0
2338,1337,2024-04-14 08:50:00,Chennai,Standard,6.01,28,79.12,1.5,118.68,4,Wallet,0,32,Male,Young Professional,8,Sunday,April,1
2339,12,2024-06-23 08:56:00,Mumbai,Standard,4.11,21,50.03,2.0,100.06,3,UPI,1,33,Female,Young Professional,8,Sunday,June,1
2340,174,2024-11-06 07:33:00,Chennai,Standard,1.0,11,30.0,1.0,30.0,4,Wallet,0,33,Male,Young Professional,7,Wednesday,November,1
2341,1249,2024-03-14 20:21:00,Delhi,Pool,11.2,47,96.4,1.5,144.6,4,Wallet,0,41,Female,Mid-Career,20,Thursday,March,1
2342,155,2024-06-09 09:20:00,Delhi,Standard,28.66,108,335.77,2.0,671.54,5,Cash,0,42,Female,Mid-Career,9,Sunday,June,1
2343,846,2024-06-12 07:01:00,Mumbai,Standard,7.75,39,99.63,1.0,99.63,3,Cash,0,26,Male,Young Professional,7,Wednesday,June,1
2344,519,2024-06-25 05:31:00,Delhi,Standard,15.53,64,167.91,1.0,167.91,4,Card,0,25,Female,Young Professional,5,Tuesday,June,0
2345,1002,2024-07-23 09:32:00,Bangalore,XL,5.82,27,87.22,1.0,87.22,5,Wallet,0,21,Male,Student,9,Tuesday,July,1
2346,236,2024-03-07 00:39:00,Chennai,Premium,2.11,11,46.15,1.0,46.15,5,Cash,0,38,Male,Mid-Career,0,Thursday,March,0
2347,1062,2024-07-08 07:24:00,Chennai,Premium,1.0,10,30.0,2.0,60.0,5,UPI,1,46,Female,Mid-Career,7,Monday,July,1
2348,1968,2024-09-20 12:53:00,Chennai,Standard,8.48,29,101.36,1.0,101.36,5,UPI,0,28,Female,Young Professional,12,Friday,September,0
2349,298,2024-10-14 18:28:00,Delhi,Premium,5.44,27,78.41,2.0,156.82,5,Card,0,29,Male,Young Professional,18,Monday,October,1
2350,1268,2024-02-24 17:38:00,Chennai,Standard,12.19,44,143.36,1.5,215.04,5,Cash,1,46,Male,Mid-Career,17,Saturday,February,1
2351,123,2024-06-12 13:13:00,Delhi,Premium,9.49,42,190.44,1.0,190.44,5,Wallet,0,37,Male,Mid-Career,13,Wednesday,June,0
2352,1516,2024-05-03 12:23:00,Hyderabad,XL,35.35,120,552.45,1.0,552.45,5,Cash,0,36,Male,Mid-Career,12,Friday,May,0
2353,1691,2024-08-26 20:09:00,Mumbai,Premium,5.71,21,118.08,2.0,236.16,5,UPI,0,20,Other,Student,20,Monday,August,1
2354,1930,2024-03-03 17:45:00,Delhi,Pool,4.46,20,33.96,1.0,33.96,4,UPI,0,38,Female,Mid-Career,17,Sunday,March,1
2355,298,2024-05-16 08:04:00,Chennai,Pool,2.7,11,30.0,1.5,45.0,4,Card,0,22,Male,Student,8,Thursday,May,1
2356,758,2024-08-18 12:38:00,Chennai,Standard,5.18,18,54.94,1.0,54.94,4,Card,0,20,Female,Student,12,Sunday,August,0
2357,1978,2024-05-06 18:53:00,Bangalore,XL,16.5,62,296.66,1.5,444.99,5,UPI,0,28,Male,Young Professional,18,Monday,May,1
2358,875,2024-03-13 07:44:00,Hyderabad,Standard,1.0,10,30.0,1.0,30.0,5,Card,0,26,Male,Young Professional,7,Wednesday,March,1
2359,1065,2024-02-19 20:43:00,Mumbai,Premium,30.5,114,554.26,1.5,831.39,5,Card,1,29,Female,Young Professional,20,Monday,February,1
2360,1289,2024-01-26 09:24:00,Bangalore,Standard,40.0,120,436.15,2.0,872.3,4,Card,0,18,Female,Student,9,Friday,January,1
2361,1132,2024-05-28 18:10:00,Bangalore,Standard,7.29,26,91.03,2.0,182.06,4,Card,0,41,Female,Mid-Career,18,Tuesday,May,1
2362,1250,2024-07-15 09:50:00,Mumbai,Standard,3.22,17,34.08,1.0,34.08,5,Card,0,43,Male,Mid-Career,9,Monday,July,1
2363,1198,2024-11-11 08:25:00,Mumbai,Standard,2.02,8,30.0,1.5,45.0,4,UPI,0,18,Female,Student,8,Monday,November,1
2364,1129,2024-08-02 07:13:00,Mumbai,Standard,2.59,10,34.5,1.0,34.5,4,Wallet,0,41,Male,Mid-Career,7,Friday,August,1
2365,1885,2024-05-07 20:13:00,Bangalore,Premium,1.0,6,30.0,1.5,45.0,5,UPI,0,23,Female,Student,20,Tuesday,May,1
2366,338,2024-03-22 07:20:00,Mumbai,Standard,5.16,26,74.13,1.0,74.13,3,Cash,1,40,Other,Mid-Career,7,Friday,March,1
2367,1718,2024-06-16 13:22:00,Delhi,Standard,1.0,10,30.0,1.0,30.0,4,UPI,0,31,Male,Young Professional,13,Sunday,June,0
2368,1629,2024-10-22 12:25:00,Delhi,Premium,10.14,41,190.42,1.0,190.42,4,Card,0,32,Female,Young Professional,12,Tuesday,October,0
2369,1655,2024-06-09 09:17:00,Bangalore,Standard,3.72,15,44.88,1.0,44.88,3,Wallet,0,30,Male,Young Professional,9,Sunday,June,1
2370,990,2024-04-07 14:15:00,Bangalore,Pool,1.78,10,30.0,1.0,30.0,5,UPI,0,44,Male,Mid-Career,14,Sunday,April,0
2371,121,2024-03-22 19:45:00,Bangalore,Premium,6.3,23,124.22,2.0,248.44,4,Wallet,0,19,Female,Student,19,Friday,March,1
2372,1211,2024-09-12 18:18:00,Delhi,Pool,29.12,111,232.43,2.0,464.86,4,UPI,1,38,Male,Mid-Career,18,Thursday,September,1
2373,781,2024-09-20 18:57:00,Delhi,Premium,9.5,45,172.35,1.0,172.35,4,UPI,0,43,Female,Mid-Career,18,Friday,September,1
2374,854,2024-08-27 23:14:00,Delhi,Standard,5.41,26,66.8,1.0,66.8,5,Wallet,0,39,Male,Mid-Career,23,Tuesday,August,0
2375,1552,2024-09-12 20:24:00,Hyderabad,Premium,12.0,49,206.22,1.5,309.33,4,Cash,0,55,Female,Senior,20,Thursday,September,1
2376,941,2024-06-06 05:38:00,Delhi,Standard,10.7,42,119.19,1.0,119.19,4,UPI,0,26,Male,Young Professional,5,Thursday,June,0
2377,544,2024-09-11 03:56:00,Mumbai,Standard,17.79,62,210.89,1.0,210.89,4,Wallet,0,41,Male,Mid-Career,3,Wednesday,September,0
2378,424,2024-01-12 17:30:00,Bangalore,Pool,1.83,9,30.0,2.0,60.0,4,Card,0,30,Male,Young Professional,17,Friday,January,1
2379,1370,2024-02-16 07:01:00,Delhi,Standard,15.67,58,202.44,2.0,404.88,4,UPI,0,44,Female,Mid-Career,7,Friday,February,1
2380,1119,2024-07-20 19:43:00,Hyderabad,Pool,2.87,14,30.0,1.0,30.0,5,Wallet,0,31,Female,Young Professional,19,Saturday,July,1
2381,1964,2024-09-15 02:59:00,Delhi,Pool,22.64,82,193.26,1.0,193.26,5,Card,0,28,Female,Young Professional,2,Sunday,September,0
2382,1130,2024-08-22 23:36:00,Bangalore,Pool,2.64,14,30.0,1.0,30.0,5,UPI,0,45,Male,Mid-Career,23,Thursday,August,0
2383,1910,2024-05-03 15:15:00,Mumbai,XL,20.92,76,321.19,1.0,321.19,5,Cash,0,27,Male,Young Professional,15,Friday,May,0
2384,994,2024-04-20 17:41:00,Delhi,Standard,26.55,104,335.11,1.0,335.11,2,Cash,0,18,Male,Student,17,Saturday,April,1
2385,1711,2024-10-25 02:44:00,Delhi,Standard,1.26,5,30.0,1.0,30.0,5,Card,0,26,Female,Young Professional,2,Friday,October,0
2386,881,2024-06-29 16:04:00,Hyderabad,Premium,29.35,110,593.89,1.0,593.89,3,Wallet,0,38,Male,Mid-Career,16,Saturday,June,0
2387,1532,2024-01-25 10:28:00,Chennai,Standard,1.0,8,30.0,1.0,30.0,5,Wallet,0,45,Other,Mid-Career,10,Thursday,January,0
2388,326,2024-01-26 18:45:00,Delhi,Premium,1.97,13,43.22,1.0,43.22,4,UPI,0,33,Female,Young Professional,18,Friday,January,1
2389,956,2024-05-24 17:51:00,Hyderabad,Pool,4.7,23,36.71,1.0,36.71,5,Wallet,0,45,Male,Mid-Career,17,Friday,May,1
2390,291,2024-09-10 12:01:00,Bangalore,Premium,40.0,120,800.0,1.0,800.0,5,UPI,1,18,Male,Student,12,Tuesday,September,0
2391,331,2024-11-01 21:24:00,Chennai,Standard,5.36,20,67.96,1.0,67.96,4,UPI,0,27,Female,Young Professional,21,Friday,November,0
2392,1468,2024-11-30 12:36:00,Hyderabad,Standard,6.4,26,59.67,1.0,59.67,4,Wallet,1,29,Male,Young Professional,12,Saturday,November,0
2393,1573,2024-12-10 20:22:00,Mumbai,Standard,9.48,39,113.89,2.0,227.78,5,Cash,0,30,Male,Young Professional,20,Tuesday,December,1
2394,1558,2024-08-28 12:23:00,Bangalore,Standard,27.61,102,317.74,1.0,317.74,4,UPI,0,32,Male,Young Professional,12,Wednesday,August,0
2395,1933,2024-05-26 08:24:00,Delhi,Pool,12.24,45,109.85,2.0,219.7,5,Card,0,38,Female,Mid-Career,8,Sunday,May,1
2396,912,2024-10-01 07:01:00,Mumbai,Standard,2.03,16,30.0,2.0,60.0,4,Card,0,27,Female,Young Professional,7,Tuesday,October,1
2397,1754,2024-01-05 20:31:00,Mumbai,Standard,2.89,8,30.0,1.0,30.0,3,UPI,0,33,Male,Young Professional,20,Friday,January,1
2398,1622,2024-02-25 12:27:00,Chennai,Standard,1.0,8,30.0,1.0,30.0,5,Wallet,0,31,Male,Young Professional,12,Sunday,February,0
2399,316,2024-08-08 09:46:00,Chennai,Premium,8.27,31,172.89,1.5,259.33,4,Cash,0,22,Male,Student,9,Thursday,August,1
2400,1066,2024-03-09 08:28:00,Hyderabad,Premium,1.59,11,30.0,1.5,45.0,3,Cash,0,30,Female,Young Professional,8,Saturday,March,1
2401,1677,2024-05-15 08:58:00,Chennai,Standard,2.38,16,30.0,1.0,30.0,5,Card,0,30,Male,Young Professional,8,Wednesday,May,1
2402,1751,2024-07-06 05:27:00,Hyderabad,Standard,17.52,62,232.02,1.0,232.02,5,UPI,0,30,Male,Young Professional,5,Saturday,July,0
2403,1983,2024-07-25 19:05:00,Mumbai,Standard,3.17,23,33.37,1.0,33.37,5,Wallet,0,32,Female,Young Professional,19,Thursday,July,1
2404,672,2024-07-06 08:27:00,Mumbai,Standard,6.69,29,91.33,2.0,182.66,5,UPI,0,32,Female,Young Professional,8,Saturday,July,1
2405,279,2024-01-24 09:16:00,Mumbai,Premium,4.05,20,68.82,2.0,137.64,3,UPI,0,27,Other,Young Professional,9,Wednesday,January,1
2406,1707,2024-07-24 17:22:00,Mumbai,Premium,1.0,5,30.0,1.5,45.0,4,Wallet,0,44,Female,Mid-Career,17,Wednesday,July,1
2407,160,2024-01-27 00:14:00,Mumbai,Standard,3.61,17,39.19,1.0,39.19,4,Wallet,0,20,Male,Student,0,Saturday,January,0
2408,1264,2024-10-18 04:17:00,Delhi,Standard,4.19,23,57.27,1.0,57.27,5,Card,0,24,Male,Student,4,Friday,October,0
2409,870,2024-10-14 18:23:00,Hyderabad,XL,18.08,69,275.14,1.0,275.14,2,UPI,0,59,Male,Senior,18,Monday,October,1
2410,156,2024-04-09 07:58:00,Hyderabad,Standard,3.14,16,33.28,1.0,33.28,4,UPI,0,21,Male,Student,7,Tuesday,April,1
2411,929,2024-07-04 17:16:00,Bangalore,Premium,3.81,18,79.69,2.0,159.38,5,Card,0,18,Female,Student,17,Thursday,July,1
2412,744,2024-10-10 09:30:00,Chennai,Standard,12.22,44,156.32,1.5,234.48,5,Card,0,39,Female,Mid-Career,9,Thursday,October,1
2413,1434,2024-05-27 09:10:00,Delhi,Standard,11.38,41,145.7,1.5,218.55,5,Cash,0,18,Female,Student,9,Monday,May,1
2414,1246,2024-02-07 20:10:00,Hyderabad,Standard,12.81,53,149.52,2.0,299.04,2,Cash,0,29,Male,Young Professional,20,Wednesday,February,1
2415,1361,2024-07-16 21:14:00,Delhi,Premium,24.59,94,504.38,1.0,504.38,5,Card,1,53,Female,Senior,21,Tuesday,July,0
2416,682,2024-09-15 12:54:00,Mumbai,XL,12.7,53,189.98,1.0,189.98,4,Card,0,18,Female,Student,12,Sunday,September,0
2417,285,2024-08-18 14:37:00,Chennai,Standard,4.19,17,58.68,1.0,58.68,5,Cash,0,18,Male,Student,14,Sunday,August,0
2418,1410,2024-10-08 07:41:00,Delhi,Standard,13.79,53,184.36,1.5,276.54,2,Cash,0,18,Female,Student,7,Tuesday,October,1
2419,755,2024-05-23 08:33:00,Delhi,Standard,5.69,29,75.61,2.0,151.22,4,Wallet,0,40,Male,Mid-Career,8,Thursday,May,1
2420,358,2024-11-15 07:38:00,Delhi,Standard,2.6,10,33.71,2.0,67.42,4,Wallet,0,43,Male,Mid-Career,7,Friday,November,1
2421,1698,2024-12-14 18:33:00,Bangalore,Standard,2.89,18,36.44,1.5,54.66,3,UPI,0,26,Female,Young Professional,18,Saturday,December,1
2422,626,2024-11-08 07:51:00,Chennai,Standard,2.03,10,30.0,1.5,45.0,5,Wallet,0,38,Female,Mid-Career,7,Friday,November,1
2423,878,2024-03-01 17:12:00,Mumbai,Pool,1.25,7,30.0,1.5,45.0,5,UPI,1,45,Male,Mid-Career,17,Friday,March,1
